year,title,performer,weeks_on_chart
1964,"Hello, Dolly!",Louis Armstrong And The All Stars,22
1964,People,Barbra Streisand,19
1964,We'll Sing In The Sunshine,Gale Garnett,17
1964,It Hurts To Be In Love,Gene Pitney,16
1964,Java,Al (He's the King) Hirt,16
1964,Come A Little Bit Closer,Jay & The Americans,15
1964,Everybody Loves Somebody,Dean Martin,15
1964,I Get Around,The Beach Boys,15
1964,I Want To Hold Your Hand,The Beatles,15
1964,Last Kiss,J. Frank Wilson and The Cavaliers,15
1964,Little Children,Billy J. Kramer With The Dakotas,15
1964,Love Me With All Your Heart (Cuando Calienta El Sol),The Ray Charles Singers,15
1964,My Guy,Mary Wells,15
1964,"Oh, Pretty Woman",Roy Orbison And The Candy Men,15
1964,She Loves You,The Beatles,15
1964,Suspicion,Terry Stafford,15
1964,A Summer Song,Chad & Jeremy,14
1964,Dancing In The Street,Martha & The Vandellas,14
1964,Dead Man's Curve,Jan & Dean,14
1964,Don't Let The Rain Come Down (Crooked Little Man),The Serendipity Singers,14
1964,Glad All Over,The Dave Clark Five,14
1964,Love Me Do,The Beatles,14
1964,Under The Boardwalk,The Drifters,14
1964,Where Did Our Love Go,The Supremes,14
1964,White On White,Danny Williams,14
1964,You Really Got Me,The Kinks,14
1964,A Hard Day's Night,The Beatles,13
1964,Baby Love,The Supremes,13
1964,Chapel Of Love,The Dixie Cups,13
1964,Chug-A-Lug,Roger Miller,13
1964,Dawn (Go Away),The 4 Seasons,13
1964,Diane,The Bachelors,13
1964,Do Wah Diddy Diddy,Manfred Mann,13
1964,G.T.O.,Ronny And The Daytonas,13
1964,Have I The Right?,The Honeycombs,13
1964,Keep On Pushing,The Impressions,13
1964,Let It Be Me,Betty Everett & Jerry Butler,13
1964,Look Homeward Angel,The Monarchs,13
1964,Not Fade Away,The Rolling Stones,13
1964,Please Please Me,The Beatles,13
1964,See The Funny Little Clown,Bobby Goldsboro,13
1964,The Shelter Of Your Arms,Sammy Davis Jr.,13
1964,The Shoop Shoop Song (It's In His Kiss),Betty Everett,13
1964,Today,The New Christy Minstrels,13
1964,Walk On By,Dionne Warwick,13
1964,What Have I Got Of My Own,Trini Lopez,13
1964,Wishin' And Hopin',Dusty Springfield,13
1964,(Just Like) Romeo & Juliet,The Reflections,12
1964,A World Without Love,Peter And Gordon,12
1964,Ask Me,Elvis Presley With The Jordanaires,12
1964,Baby I Need Your Loving,Four Tops,12
1964,Bread And Butter,The Newbeats,12
1964,C'mon And Swim,Bobby Freeman,12
1964,Cotton Candy,Al Hirt,12
1964,Don't Let The Sun Catch You Crying,Gerry And The Pacemakers,12
1964,Funny (How Time Slips Away),Joe Hinton,12
1964,I Wanna Love Him So Bad,The Jelly Beans,12
1964,I Wish You Love,Gloria Lynne,12
1964,Leader Of The Pack,The Shangri-Las,12
1964,Little Honda,The Hondells,12
1964,Memphis,Johnny Rivers,12
1964,My Boy Lollipop,Millie Small,12
1964,Navy Blue,Diane Renay,12
1964,Puppy Love,Barbara Lewis,12
1964,Rag Doll,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",12
1964,Shangri-La,Robert Maxwell His Harp And Orchestra,12
1964,Soul Serenade,King Curtis,12
1964,Steal Away,Jimmy Hughes,12
1964,The Girl From Ipanema,Stan Getz/Astrud Gilberto,12
1964,Who Do You Love,The Sapphires,12
1964,Wish Someone Would Care,Irma Thomas,12
1964,You Don't Own Me,Lesley Gore,12
1964,(You Don't Know) How Glad I Am,Nancy Wilson,11
1964,Bits And Pieces,The Dave Clark Five,11
1964,Dang Me,Roger Miller,11
1964,Do You Want To Know A Secret,The Beatles,11
1964,Don't Throw Your Love Away,The Searchers,11
1964,Forever,Pete Drake And His Talking Steel Guitar,11
1964,"Fun, Fun, Fun",The Beach Boys,11
1964,Haunted House,Jumpin' Gene Simmons,11
1964,Hey Little Cobra,The Rip Chords,11
1964,Hi-Heel Sneakers,Tommy Tucker,11
1964,House Of The Rising Sun,The Animals,11
1964,How Do You Do It?,Gerry And The Pacemakers,11
1964,I Love You More And More Every Day,Al Martino,11
1964,I Saw Her Standing There,The Beatles,11
1964,I'm Into Something Good,Herman's Hermits,11
1964,I'm So Proud,The Impressions,11
1964,In The Misty Moonlight,Jerry Wallace,11
1964,It's Over,Roy Orbison,11
1964,"Mixed-Up, Shook-Up, Girl",Patty & The Emblems,11
1964,Money,The Kingsmen,11
1964,No Particular Place To Go,Chuck Berry,11
1964,Remember (Walkin' in the Sand),The Shangri-Las,11
1964,Say You,Ronnie Dove,11
1964,She's Not There,The Zombies,11
1964,"Softly, As I Leave You",Frank Sinatra,11
1964,Stay,The 4 Seasons,11
1964,The Door Is Still Open To My Heart,Dean Martin,11
1964,The Little Old Lady (From Pasadena),Jan & Dean,11
1965,Wooly Bully,Sam The Sham and the Pharaohs,18
1965,"The ""In"" Crowd",Ramsey Lewis Trio,16
1965,A Lover's Concerto,The Toys,15
1965,Can't You Hear My Heartbeat,Herman's Hermits,15
1965,"Hold Me, Thrill Me, Kiss Me",Mel Carter,15
1965,You Were On My Mind,We Five,15
1965,(I Can't Get No) Satisfaction,The Rolling Stones,14
1965,1-2-3,Len Barry,14
1965,Baby The Rain Must Fall,Glenn Yarbrough,14
1965,"Baby, I'm Yours",Barbara Lewis,14
1965,Cast Your Fate To The Wind,Sounds Orchestral,14
1965,Crying In The Chapel,Elvis Presley With The Jordanaires,14
1965,Go Now!,The Moody Blues,14
1965,Hang On Sloopy,The McCoys,14
1965,"Help Me, Rhonda",The Beach Boys,14
1965,"Hush, Hush, Sweet Charlotte",Patti Page,14
1965,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,14
1965,I Got You Babe,Sonny & Cher,14
1965,Land Of 1000 Dances,Cannibal And The Headhunters,14
1965,"Liar, Liar",The Castaways,14
1965,Shotgun,Jr. Walker & The All Stars,14
1965,Taste Of Honey,Herb Alpert & The Tijuana Brass,14
1965,The Birds And The Bees,Jewel Akens,14
1965,"Yes, I'm Ready",Barbara Mason,14
1965,A Walk In The Black Forest,Horst Jankowski,13
1965,"Cara, Mia",Jay & The Americans,13
1965,Do You Believe In Magic,The Lovin' Spoonful,13
1965,Down In The Boondocks,Billy Joe Royal,13
1965,Downtown,Petula Clark,13
1965,Goldfinger,Shirley Bassey,13
1965,Help!,The Beatles,13
1965,I Want To (Do Everything For You),Joe Tex,13
1965,I'll Never Find Another You,The Seekers,13
1965,Keep On Dancing,The Gentrys,13
1965,King Of The Road,Roger Miller,13
1965,Laurie (Strange Things Happen),Dickey Lee,13
1965,Mr. Tambourine Man,The Byrds,13
1965,My Girl,The Temptations,13
1965,Papa's Got A Brand New Bag (Part I),James Brown And The Famous Flames,13
1965,Red Roses For A Blue Lady,Bert Kaempfert And His Orchestra,13
1965,Rescue Me,Fontella Bass,13
1965,"Run, Baby Run (Back Into My Arms)",The Newbeats,13
1965,Silhouettes,Herman's Hermits,13
1965,Too Many Rivers,Brenda Lee,13
1965,Unchained Melody,The Righteous Brothers,13
1965,What The World Needs Now Is Love,Jackie DeShannon,13
1965,You Turn Me On (Turn On Song),Ian Whitcomb And Bluesville,13
1965,You've Lost That Lovin' Feelin',The Righteous Brothers,13
1965,Ain't That Peculiar,Marvin Gaye,12
1965,All I Really Want To Do,Cher,12
1965,Baby Don't Go,Sonny & Cher,12
1965,For Your Love,The Yardbirds,12
1965,Get Off Of My Cloud,The Rolling Stones,12
1965,Heart Full Of Soul,The Yardbirds,12
1965,I Know A Place,Petula Clark,12
1965,I'll Be Doggone,Marvin Gaye,12
1965,I'm A Fool,"Dino, Desi & Billy",12
1965,In The Midnight Hour,Wilson Pickett,12
1965,It's Not Unusual,Tom Jones,12
1965,Just A Little,The Beau Brummels,12
1965,"Laugh, Laugh",The Beau Brummels,12
1965,Let's Hang On!,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",12
1965,Like A Rolling Stone,Bob Dylan,12
1965,Little Things,Bobby Goldsboro,12
1965,Make Me Your Baby,Barbara Lewis,12
1965,Nothing Can Stop Me,Gene Chandler,12
1965,Red Roses For A Blue Lady,Vic Dana,12
1965,Road Runner,The Gants,12
1965,She's About A Mover,Sir Douglas Quintet,12
1965,Stop! In The Name Of Love,The Supremes,12
1965,The Jolly Green Giant,The Kingsmen,12
1965,The Tracks Of My Tears,The Miracles,12
1965,This Diamond Ring,Gary Lewis And The Playboys,12
1965,What's New Pussycat?,Tom Jones,12
1965,You're The One,The Vogues,12
1965,Agent Double-O-Soul,Edwin Starr,11
1965,All Day And All Of The Night,The Kinks,11
1965,Back In My Arms Again,The Supremes,11
1965,California Girls,The Beach Boys,11
1965,Catch Us If You Can,The Dave Clark Five,11
1965,Count Me In,Gary Lewis And The Playboys,11
1965,Don't Just Stand There,Patty Duke,11
1965,Don't Mess Up A Good Thing,Fontella Bass & Bobby McClure,11
1965,Eve Of Destruction,Barry McGuire,11
1965,Everybody Loves A Clown,Gary Lewis And The Playboys,11
1965,Everyone's Gone To The Moon,Jonathan King,11
1965,Ferry Cross The Mersey,Gerry And The Pacemakers,11
1965,Game Of Love,Wayne Fontana & The Mindbenders,11
1965,I Go To Pieces,Peter And Gordon,11
1965,I Knew You When,Billy Joe Royal,11
1965,I Like It Like That,The Dave Clark Five,11
1965,I'm Telling You Now,Freddie And The Dreamers,11
1965,I'm Yours,Elvis Presley,11
1965,I've Been Loving You Too Long (To Stop Now),Otis Redding,11
1965,It Ain't Me Babe,The Turtles,11
1965,It's Gonna Take A Miracle,The Royalettes,11
1965,Just Once In My Life,The Righteous Brothers,11
1965,Make The World Go Away,Eddy Arnold,11
1965,Mohair Sam,Charlie Rich,11
1965,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,11
1966,Born Free,Roger Williams,19
1966,California Dreamin',The Mamas & The Papas,17
1966,Knock On Wood,Eddie Floyd,17
1966,What Becomes Of The Brokenhearted,Jimmy Ruffin,17
1966,B-A-B-Y,Carla Thomas,16
1966,Dirty Water,The Standells,16
1966,96 Tears,? (Question Mark) & The Mysterians,15
1966,Almost Persuaded,David Houston,15
1966,Last Train To Clarksville,The Monkees,15
1966,Poor Side Of Town,Johnny Rivers,15
1966,Reach Out I'll Be There,Four Tops,15
1966,Strangers In The Night,Frank Sinatra,15
1966,Sunny,Bobby Hebb,15
1966,Time Won't Let Me,The Outsiders,15
1966,Barefootin',Robert Parker,14
1966,Born A Woman,Sandy Posey,14
1966,Bus Stop,The Hollies,14
1966,Cherish,The Association,14
1966,Cool Jerk,The Capitols,14
1966,Good Lovin',The Young Rascals,14
1966,I Love You 1000 Times,The Platters,14
1966,I'm Your Puppet,James & Bobby Purify,14
1966,Kicks,Paul Revere & The Raiders Featuring Mark Lindsay,14
1966,Lightnin' Strikes,Lou Christie,14
1966,Lil' Red Riding Hood,Sam The Sham and the Pharaohs,14
1966,Love Is A Hurtin' Thing,Lou Rawls,14
1966,Love Makes The World Go Round,Deon Jackson,14
1966,See You In September,The Happenings,14
1966,Sweet Pea,Tommy Roe,14
1966,The More I See You,Chris Montez,14
1966,These Boots Are Made For Walkin',Nancy Sinatra,14
1966,Wipe Out,The Surfaris,14
1966,(You're My) Soul And Inspiration,The Righteous Brothers,13
1966,A Groovy Kind Of Love,The Mindbenders,13
1966,Ain't Too Proud To Beg,The Temptations,13
1966,Baby Scratch My Back,Slim Harpo,13
1966,But It's Alright,J.J. Jackson,13
1966,Coming On Strong,Brenda Lee,13
1966,Devil With A Blue Dress On & Good Golly Miss Molly,Mitch Ryder And The Detroit Wheels,13
1966,Double Shot (Of My Baby's Love),Swingin' Medallions,13
1966,Elusive Butterfly,Bob Lind,13
1966,Hold On! I'm A Comin',Sam & Dave,13
1966,Hooray For Hazel,Tommy Roe,13
1966,I'm So Lonesome I Could Cry,B.J. Thomas And The Triumphs,13
1966,Lady Godiva,Peter And Gordon,13
1966,Red Rubber Ball,The Cyrkle,13
1966,Sunshine Superman,Donovan,13
1966,The Ballad Of The Green Berets,SSgt Barry Sadler,13
1966,Wade In The Water,Ramsey Lewis,13
1966,Walk Away Renee,The Left Banke,13
1966,When A Man Loves A Woman,Percy Sledge,13
1966,You Can't Hurry Love,The Supremes,13
1966,You Don't Have To Say You Love Me,Dusty Springfield,13
1966,(I'm A) Road Runner,Jr. Walker & The All Stars,12
1966,Beauty Is Only Skin Deep,The Temptations,12
1966,Black Is Black,Los Bravos,12
1966,"Cherry, Cherry",Neil Diamond,12
1966,Crying Time,Ray Charles,12
1966,Daydream,The Lovin' Spoonful,12
1966,Don't Mess With Bill,The Marvelettes,12
1966,Gloria,Shadows Of Knight,12
1966,Hanky Panky,Tommy James And The Shondells,12
1966,Homeward Bound,Simon & Garfunkel,12
1966,I Want To Be With You,Dee Dee Warwick,12
1966,Message To Michael,Dionne Warwick,12
1966,"Monday, Monday",The Mamas & The Papas,12
1966,My Love,Petula Clark,12
1966,Oh How Happy,Shades Of Blue,12
1966,Open The Door To Your Heart,Darrell Banks,12
1966,Psychotic Reaction,Count Five,12
1966,"Somewhere, My Love",Ray Conniff And The Singers,12
1966,The Pied Piper,Crispian St. Peters,12
1966,This Old Heart Of Mine (Is Weak For You),The Isley Brothers,12
1966,Uptight (Everything's Alright),Stevie Wonder,12
1966,Woman,Peter And Gordon,12
1966,Working In The Coal Mine,Lee Dorsey,12
1966,You Baby,The Turtles,12
1966,"634-5789 (Soulsville, U.S.A.)",Wilson Pickett,11
1966,Along Comes Mary,The Association,11
1966,Bang Bang (My Baby Shot Me Down),Cher,11
1966,Barbara Ann,The Beach Boys,11
1966,Billy And Sue,B.J. Thomas And The Triumphs,11
1966,Dandy,Herman's Hermits,11
1966,Did You Ever Have To Make Up Your Mind?,The Lovin' Spoonful,11
1966,Going To A Go-Go,The Miracles,11
1966,Good Vibrations,The Beach Boys,11
1966,Guantanamera,The Sandpipers,11
1966,How Sweet It Is (To Be Loved By You),Jr. Walker & The All Stars,11
1966,Hungry,Paul Revere & The Raiders Featuring Mark Lindsay,11
1966,I Am A Rock,Simon & Garfunkel,11
1966,I Can Make It With You,Pozo Seco Singers,11
1966,I Can't Grow Peaches On A Cherry Tree,Just Us,11
1966,I Fought The Law,Bobby Fuller Four,11
1966,I See The Light,The Five Americans,11
1966,I Want To Go With You,Eddy Arnold,11
1966,If I Were A Carpenter,Bobby Darin,11
1966,It Tears Me Up,Percy Sledge,11
1966,Just Like Me,Paul Revere & The Raiders Featuring Mark Lindsay,11
1966,Land Of 1000 Dances,Wilson Pickett,11
1966,Misty,"""Groove"" Holmes",11
1967,Alfie,Dionne Warwick,17
1967,"Apples, Peaches, Pumpkin Pie",Jay And The Techniques,17
1967,Blue's Theme,Davie Allan And The Arrows,17
1967,I Think We're Alone Now,Tommy James And The Shondells,17
1967,Light My Fire,The Doors,17
1967,To Sir With Love,Lulu,17
1967,Brown Eyed Girl,Van Morrison,16
1967,Can't Take My Eyes Off You,Frankie Valli,16
1967,Come Back When You Grow Up,Bobby Vee And The Strangers,16
1967,Little Bit O' Soul,The Music Explosion,16
1967,The Letter,The Box Tops,16
1967,Come On Down To My Boat,Every Mothers' Son,15
1967,Expressway (To Your Heart),Soul Survivors,15
1967,"For What It's Worth (Stop, Hey What's That Sound)",Buffalo Springfield,15
1967,Funky Broadway Part I,Dyke And The Blazers,15
1967,Get On Up,The Esquires,15
1967,Gimme Little Sign,Brenton Wood,15
1967,Happy Together,The Turtles,15
1967,I Was Made To Love Her,Stevie Wonder,15
1967,It Must Be Him,Vikki Carr,15
1967,Somebody To Love,Jefferson Airplane,15
1967,Soul Finger,Bar-Kays,15
1967,Soul Man,Sam & Dave,15
1967,Sweet Soul Music,Arthur Conley,15
1967,The Look Of Love,Dusty Springfield,15
1967,California Nights,Lesley Gore,14
1967,Don't You Care,The Buckinghams,14
1967,Friday On My Mind,The Easybeats,14
1967,I've Been Lonely Too Long,The Young Rascals,14
1967,Incense And Peppermints,Strawberry Alarm Clock,14
1967,Jimmy Mack,Martha & The Vandellas,14
1967,Make Me Yours,Bettye Swann,14
1967,Never My Love,The Association,14
1967,Ode To Billie Joe,Bobbie Gentry,14
1967,On A Carousel,The Hollies,14
1967,Release Me (And Let Me Love Again),Engelbert Humperdinck,14
1967,Silence Is Golden,The Tremeloes,14
1967,"The Rain, The Park & Other Things",The Cowsills,14
1967,Windy,The Association,14
1967,(I Wanna) Testify,The Parliaments,13
1967,Boogaloo Down Broadway,The Fantastic Johnny C,13
1967,Carrie-Anne,The Hollies,13
1967,Groovin',The Young Rascals,13
1967,Hip Hug-Her,Booker T. & The MG's,13
1967,I Got Rhythm,The Happenings,13
1967,Let It Out (Let It All Hang Out),The Hombres,13
1967,My Cup Runneth Over,Ed Ames,13
1967,Please Love Me Forever,Bobby Vinton,13
1967,Somethin' Stupid,Nancy Sinatra & Frank Sinatra,13
1967,Then You Can Tell Me Goodbye,The Casinos,13
1967,Tiny Bubbles,Don Ho and the Aliis,13
1967,Your Precious Love,Marvin Gaye & Tammi Terrell,13
1967,(Your Love Keeps Lifting Me) Higher And Higher,Jackie Wilson,12
1967,A Whiter Shade Of Pale,Procol Harum,12
1967,Ain't No Mountain High Enough,Marvin Gaye & Tammi Terrell,12
1967,"Beg, Borrow And Steal",Ohio Express,12
1967,Close Your Eyes,Peaches & Herb,12
1967,Cold Sweat - Part 1,James Brown And The Famous Flames,12
1967,Everlasting Love,Robert Knight,12
1967,Funky Broadway,Wilson Pickett,12
1967,Gimme Some Lovin',The Spencer Davis Group,12
1967,Groovin',Booker T. & The MG's,12
1967,Here Comes My Baby,The Tremeloes,12
1967,Here We Go Again,Ray Charles,12
1967,Hypnotized,Linda Jones,12
1967,I Take It Back,Sandy Posey,12
1967,It Takes Two,Marvin Gaye & Kim Weston,12
1967,Kind Of A Drag,The Buckinghams,12
1967,Let's Live For Today,The Grass Roots,12
1967,"Mercy, Mercy, Mercy",The Buckinghams,12
1967,Respect,Aretha Franklin,12
1967,Ruby Tuesday,The Rolling Stones,12
1967,San Francisco (Be Sure To Wear Flowers In Your Hair),Scott McKenzie,12
1967,Society's Child (Baby I've Been Thinking),Janis Ian,12
1967,The Oogum Boogum Song,Brenton Wood,12
1967,There's A Kind Of Hush,Herman's Hermits,12
1967,This Is My Song,Petula Clark,12
1967,Up -- Up And Away,The 5th Dimension,12
1967,Western Union,The Five Americans,12
1967,With This Ring,The Platters,12
1967,You're My Everything,The Temptations,12
1967,All You Need Is Love,The Beatles,11
1967,Baby I Love You,Aretha Franklin,11
1967,Baby I Need Your Lovin',Johnny Rivers,11
1967,Dead End Street Monologue/Dead End Street,Lou Rawls,11
1967,Dry Your Eyes,Brenda & The Tabulations,11
1967,Georgy Girl,The Seekers,11
1967,"Girl, You'll Be A Woman Soon",Neil Diamond,11
1967,How Can I Be Sure,The Young Rascals,11
1967,I Can See For Miles,The Who,11
1967,I Dig Rock And Roll Music,"Peter, Paul & Mary",11
1967,I Heard It Through The Grapevine,Gladys Knight And The Pips,11
1967,I Never Loved A Man (The Way I Love You),Aretha Franklin,11
1967,I Say A Little Prayer,Dionne Warwick,11
1967,I'm A Believer,The Monkees,11
1967,It's Got To Be Mellow,Leon Haywood,11
1967,Keep The Ball Rollin',Jay And The Techniques,11
1967,Lady,Jack Jones,11
1967,Lazy Day,Spanky And Our Gang,11
1967,Let The Good Times Roll & Feel So Good,Bunny Sigler,11
1968,Sunshine Of Your Love,Cream,26
1968,"The Good, The Bad And The Ugly","Hugo Montenegro, His Orchestra And Chorus",22
1968,I Love You,People,18
1968,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,18
1968,Little Green Apples,O.C. Smith,17
1968,Mony Mony,Tommy James And The Shondells,17
1968,Pictures Of Matchstick Men,The Status Quo,17
1968,(Sittin' On) The Dock Of The Bay,Otis Redding,16
1968,Angel Of The Morning,Merrilee Rush & The Turnabouts,16
1968,Gentle On My Mind,Patti Page,16
1968,Hey Jude,The Beatles,16
1968,Love Is All Around,The Troggs,16
1968,Playboy,Gene And Debbe,16
1968,Slip Away,Clarence Carter,16
1968,Stoned Soul Picnic,The 5th Dimension,16
1968,(You Keep Me) Hangin' On,Joe Simon,15
1968,Cab Driver,The Mills Brothers,15
1968,Cry Like A Baby,The Box Tops,15
1968,Dance To The Music,Sly & The Family Stone,15
1968,Delilah,Tom Jones,15
1968,Hold Me Tight,Johnny Nash,15
1968,Honey,Bobby Goldsboro,15
1968,La - La - Means I Love You,The Delfonics,15
1968,Midnight Confessions,The Grass Roots,15
1968,Soul Serenade,Willie Mitchell,15
1968,Tighten Up,Archie Bell & The Drells,15
1968,"Turn Around, Look At Me",The Vogues,15
1968,Young Girl,The Union Gap Featuring Gary Puckett,15
1968,Classical Gas,Mason Williams,14
1968,Cowboys To Girls,The Intruders,14
1968,"Face It Girl, It's Over",Nancy Wilson,14
1968,Girl Watcher,The O'Kaysions,14
1968,I Wish It Would Rain,The Temptations,14
1968,Master Jack,Four Jacks And A Jill,14
1968,Mission-Impossible,Lalo Schifrin,14
1968,Never Give You Up,Jerry Butler,14
1968,People Got To Be Free,The Rascals,14
1968,Reach Out Of The Darkness,Friend And Lover,14
1968,Sealed With A Kiss,Gary Lewis And The Playboys,14
1968,Simon Says,1910 Fruitgum Co.,14
1968,Sky Pilot (Part One),Eric Burdon & The Animals,14
1968,Sweet Inspiration,The Sweet Inspirations,14
1968,Take Time To Know Her,Percy Sledge,14
1968,The Ballad Of Bonnie And Clyde,Georgie Fame,14
1968,The Eyes Of A New York Woman,B.J. Thomas,14
1968,The Funky Judge,Bull & The Matadors,14
1968,The Horse,Cliff Nobles & Co.,14
1968,The Look Of Love,Sergio Mendes & Brasil '66,14
1968,The Son Of Hickory Holler's Tramp,O.C. Smith,14
1968,This Guy's In Love With You,Herb Alpert,14
1968,Those Were The Days,Mary Hopkin,14
1968,Time Has Come Today,The Chambers Brothers,14
1968,Yummy Yummy Yummy,Ohio Express,14
1968,(Theme From) Valley Of The Dolls,Dionne Warwick,13
1968,"1, 2, 3, Red Light",1910 Fruitgum Co.,13
1968,A Beautiful Morning,The Rascals,13
1968,Ain't Nothing Like The Real Thing,Marvin Gaye & Tammi Terrell,13
